ARTIST,ALBUM,CURRENT,GENRE,CONTENT TAGS,NOTES,LINK,ADDED,RELEASE DATE,LABEL
Sta Dormida,More Like Never,742,,femcon,Y2k dream pop/shoegaze vibes from California – love this one ,https://stadormida.bandcamp.com/album/more-like-never,9/17/2025,7/17/2025,
Chip Wickham,The Eternal Now,717,,jammer pick,Top notch spiritual jazz from Spain – highly recommended! Cheers to Pascal for showing me this artist,https://chipwickham.bandcamp.com/album/the-eternal-now,9/11/2025,9/5/2025,Gondwana Records
Case Oats,Last Missouri Exit,722,,femcon,Fun folk/country from Chicago – recommended! ,https://caseoats.bandcamp.com/album/last-missouri-exit,9/11/2025,8/22/2025,Polyvinyl
Mac DeMarco,Guitar,725,,cancon,Absolutely lovely & minimal laidback release from a legendary Canadian artist. I love the musical direction he's taken lately! ,https://macdemarco.bandcamp.com/album/guitar,9/11/2025,8/22/2025,
Smokey AB,Bleak Heritage,707,,cancon,Alt psych country from Edmonton – recommended,https://smokeysings.bandcamp.com/album/bleak-heritage,9/11/2025,8/16/2025,
Shaki Tavi,Minor Slip,706,,,Fuzzy shoegaze from LA – highly recommended,https://shakitavi.bandcamp.com/album/minor-slip,9/11/2025,8/15/2025,Felte
Kent Burnside,Hill Country Blood,711,,,Blues-rock – top notch ,https://kentburnside.bandcamp.com/album/hill-country-blood,9/11/2025,8/15/2025,
Alex Rake and the Leaves,6 or 7 Songs,704,,cancon,Folk punk from BC,https://alexrake.bandcamp.com/album/6-or-7-songs,9/11/2025,8/8/2025,
Anamanaguchi,Anyway,721,,,"Catchy, pop-oriented, & energetic noise rock – recommended! ",https://anamanaguchi.bandcamp.com/album/anyway?search_item_id%3D3594534375%26search_item_type%3Da%26search_match_part%3D%253F%26search_page_id%3D4645681763%26search_page_no%3D0%26search_rank%3D1=,9/11/2025,8/8/2025,
COMPANDER,Vivianite,724,,cancon,Glitchy bedroom electronica/IDM vibes from New Brunswick – solid release! ,https://compander.bandcamp.com/album/vivianite?search_item_id%3D3197325515%26search_item_type%3Da%26search_match_part%3D%253F%26search_page_id%3D4645686054%26search_page_no%3D0%26search_rank%3D1=,9/11/2025,8/2/2025,Bad Time Records
Laura Groves,Yes,701,,femcon,"Soulful pop from London, UK. Recommended! ",https://lauragroves.bandcamp.com/album/yes,9/11/2025,8/1/2025,Bella Union
Rex Tycoon,No Limit 2 Luv,705,,,Indie/garage rock mixed with post-punk – highly recommended! ,https://rextycoon.bandcamp.com/album/no-limit-2-luv,9/11/2025,8/1/2025,Pop Wig Records
Dave McCann,Soothsayer's Blues,714,,cancon,Roots/folk from Alberta ,https://davemccann.bandcamp.com/album/soothsayers-blues-2,9/11/2025,8/1/2025,
Rachael & Vilray,West of Broadway,715,,femcon,"Lots to love about this vocal jazz release – the vibraphone, sax, & the guitars. Recommended! ",https://rachaelandvilray.bandcamp.com/album/west-of-broadway,9/11/2025,8/1/2025,Concord Jazz
Andrew Staniland,The Laws of Nature,716,,cancon,,https://andrewstaniland.bandcamp.com/album/the-laws-of-nature,9/11/2025,8/1/2025,Leaf Music
Laurén Maria,You're Beautiful,718,,"jammer pick,femcon","Ethereal, lush experimental ambient – a unique blend of artifical/futuristic and organic aesthetics! Shout out to Pascal from RCZ for recommending this one",https://laurenmaria.bandcamp.com/album/youre-beautiful,9/11/2025,8/1/2025,Katuktu Collective
GoldenChild,"SPELLBOOK, VOL.1",713,,cancon,"Great beat tape! For fans of the art of hip-hop sampling, this one is a real treat",https://goldenchild7.bandcamp.com/album/spellbook-vol-1,9/11/2025,7/29/2025,
The Beths,Straight Line Was A Lie,668,,"femcon,jammer pick","Jangly indie pop/rock from New Zealand – highly recommended. Thanks for the suggestion, Trevor! ",https://thebethsnz.bandcamp.com/album/straight-line-was-a-lie,9/10/2025,8/29/2025,Anti‚Äê
Margo Price,Hard Headed Woman,669,,"femcon,jammer pick",Polished classic country/americana vibes from Nashville – recommended! Suggested by Trevor from GSG,https://margoprice.bandcamp.com/album/hard-headed-woman,9/10/2025,8/29/2025,Loma Vista Recordings
Ellen Braun,The Doldrums,694,,"cancon,femcon",Indie folk from Alberta – good production! ,https://ellenbraun.bandcamp.com/album/the-doldrums,9/10/2025,8/22/2025,Paw Tracks
Pelados,Contato,670,,"femcon,jammer pick","Psychdedelic & leftfield (yet catchy) bedroom pop rock from Sao Paolo, Brazil. Recommended! Excellent pick from Trevor K. ",https://pelados.bandcamp.com/album/contato,9/10/2025,8/21/2025,Selo RISCO
Brainium,Abduction,688,,cancon,"Alt rock/metal from Prince George, BC",https://brainiumofficial.bandcamp.com/album/abduction,9/10/2025,8/16/2025,Avatar Records
pseudo-antigone,Melancholic Melodrama,682,,"cancon,femcon",Experimental/hyper-pop from Edmonton,https://pseudo-antigone.bandcamp.com/album/melancholic-melodrama,9/10/2025,8/15/2025,Warner Music Finland
Garage Sale,Any Day Now,695,,,"Lo-fi bedroom pop/shoegaze vibes from Melbourne, Australia – recommended! ",https://garagesale.bandcamp.com/album/any-day-now,9/10/2025,8/15/2025,Other People Records
9Million,9Million,672,,cancon,Hazy y2k dream pop/shoegaze vibes from Toronto – recommended,https://9000000.bandcamp.com/album/9million-2,9/10/2025,8/12/2025,
POSTNAMERS,CITY SONGS,681,,cancon,Post-pop/sound collage with goth aesthetics from Calgary,https://postnamers.bandcamp.com/album/city-songs,9/10/2025,8/9/2025,NMC Music
No Joy,Bugland,680,,"cancon,femcon",Innovative yet timeless & unique dream pop/shoegaze from Montreal – highly recommended! ,https://nojoy.bandcamp.com/album/bugland,9/10/2025,8/8/2025,Sonic Cathedral Recordings
T. Hardy Morris,Artificial Tears,697,,,"Lo-fi, chill rock/alt country vibe. Highly recommended! ",https://thardymorris.bandcamp.com/album/artificial-tears,9/10/2025,8/8/2025,Normaltown Records
Bungalow Jonathan,Bungalow Heaven,689,,cancon,"Psychedelic, bluesy, & super chill canadiana from London, ON. Highly recommended! ",https://bungalowjonathan.bandcamp.com/album/bungalow-heaven,9/10/2025,8/7/2025,
The Wood Brothers,Puff of Smoke,671,,,Bluesy rock & alt country vibes from Nashville!,https://thewoodbrothers.bandcamp.com/album/puff-of-smoke,9/10/2025,8/1/2025,Honey Jar Records
Jake Nicoll,Saturn Returns,699,,cancon,Bedroom pop from St. John's! ,https://jakenicoll.bandcamp.com/album/saturn-returns,9/10/2025,8/1/2025,
Bicep,TAKKUUK (Original Soundtrack),673,,,"""TAKKUUK is a new immersive installation from BICEP, visual artist Zak Norman and filmmaker Charlie Miller that explores the lives, communities and challenges facing artists Indigenous to the Arctic Region.""",https://bicep.bandcamp.com/album/takkuuk-original-soundtrack,9/10/2025,7/25/2025,Ninja Tune
Golomb,The Beat Goes On,677,,femcon,"Fuzzy, lo-fi, experimental rock slacker vibes from Ohio. Recommended! ",https://golomb.bandcamp.com/album/the-beat-goes-on,9/10/2025,7/25/2025,No Quarter Records
leon todd johnson,wa kei sei jaku,678,,,New age/ambient jazz from Indiana – recommended! ,https://airportpeople.bandcamp.com/album/wa-kei-sei-jaku,9/10/2025,7/25/2025,Columbia
Why Bonnie,The Bedroom EP,687,,femcon,"Chill, dreamy alt-country vibes from Brooklyn – short and sweet EP",https://whybonnie.bandcamp.com/album/the-bedroom-ep,9/10/2025,7/25/2025,Fire Talk
dog eyes,blue bird rain cloud,693,,femcon,"Mellow, warm folk from Oakland, CA",https://dogeyesforever.bandcamp.com/album/blue-bird-rain-cloud,9/10/2025,7/25/2025,Benbecula
Giant Claw,Decadent Stress Chamber,676,,,"An intricate fusion of progressive/experimental electronic & whimsical art pop from the head of one of my favourite labels, Orange Milk Records. Recommended to fans of OPN & similar artists",https://giantclaw.bandcamp.com/album/decadent-stress-chamber,9/10/2025,7/24/2025,Orange Milk Records
Dead Tooth,Dead Tooth,674,,,Gothic neo-psych/post-punk from Brooklyn – recommended,https://deadtoothbk.bandcamp.com/album/dead-tooth,9/10/2025,7/18/2025,Trash Casual
keening,you are so small and the world is so big,679,,cancon,Skramz from Toronto!,https://wearekeening.bandcamp.com/album/you-are-so-small-and-the-world-is-so-big,9/10/2025,7/18/2025,
TOPS,Bury the Key,616,,"cancon,femcon,jammer pick",Much requested! Psych soft rock/pop from Montreal. Great release. ,https://tops.bandcamp.com/album/bury-the-key,9/3/2025,8/22/2025,Ghostly International
The Silver Sardines,"Little Man, What Now?",655,,cancon,Nostalgic yet fresh trad folk/alt country from Montreal,https://thesilversardines.bandcamp.com/album/little-man-what-now,9/3/2025,8/22/2025,
TJ Felix,Proof of Consciousness Pt.1,644,,cancon,Lo-fi. gritty weirdo bedroom punk from Vancouver,https://tjfelix.bandcamp.com/album/proof-of-consciousness-pt-1,9/3/2025,8/21/2025,
Garry Burnside,It’s My Time Now,662,,,Classic Missisipi blues rock – recommended,https://garryburnside.bandcamp.com/album/it-s-my-time-now,9/3/2025,8/15/2025,D‚ÄôVille Record Group
GLADHANDING,GLADHANDING,646,,,"Glitchy & noisy indie pop – unique, cool release",https://peopleplacesrecords.bandcamp.com/album/gladhanding,9/3/2025,8/8/2025,
Ada Lea,when i paint my masterpiece,651,,"cancon,femcon",Polished indie folk from Montreal – recommended,https://adaleamusic.bandcamp.com/album/when-i-paint-my-masterpiece,9/3/2025,8/8/2025,Saddle Creek Records
Teethe,Magic Of The Sale,657,,,Texas slowcore – recommended! ,https://teethe.bandcamp.com/album/magic-of-the-sale,9/3/2025,8/8/2025,Winspear
BUNS,Joyride,636,,cancon,"Funky, bluesy alt rock from Calgary ",https://buns.bandcamp.com/album/joyride,9/3/2025,8/7/2025,Blue Note
The Armed,THE FUTURE IS HERE AND EVERYTHING NEEDS TO BE DESTROYED,618,,detroit,Top notch heavy punk from Detroit – recommended! ,https://thearmed.bandcamp.com/album/the-future-is-here-and-everything-needs-to-be-destroyed,9/3/2025,8/1/2025,Sargent House
Gingerbee,Apiary,621,,cancon,"An ""internet band/collaboration"" combining emo, jazz, and skramz – very unique!",https://gingerbee.bandcamp.com/album/apiary,9/3/2025,8/1/2025,
Hedonist,SCAPULIMANCY,622,,cancon,Black/thrash metal from BC – solid release!,https://hedonistsl.bandcamp.com/album/scapulimancy,9/3/2025,8/1/2025,Southern Lord
Sofia Kourtesis,Volver,626,,femcon,Excellent latin-influenced electro/pop from Berlin – highly recommended,https://sofiakourtesis.bandcamp.com/album/volver,9/3/2025,8/1/2025,Ninja Tune
Jesse Mac Cormack,JOY,628,,cancon,"Upbeat, energetic synthwave-inspired electroica from Montreal",https://jessemaccormack.bandcamp.com/album/joy-2,9/3/2025,8/1/2025,Secret City Records
niloo,Sour Cherry,630,,"cancon,femcon","""Iranian-inspired dreampop & psychedelia"" – highly recommended! ",https://niloo.bandcamp.com/album/sour-cherry,9/3/2025,8/1/2025,kranky
Area Resident,protanopia,635,,cancon,Ottawa alt/indie rock ,https://arearesident.bandcamp.com/album/protanopia,9/3/2025,8/1/2025,Record Centre Records
DRUG SAUNA,Druggernaut,640,,cancon,Calgary doom/sludge metal ,https://drugsauna.bandcamp.com/album/druggernaut,9/3/2025,8/1/2025,
Sex Week,Upper Mezzanine,654,,femcon,Hazy dream pop from Brooklyn,https://sexweek.bandcamp.com/album/upper-mezzanine,9/3/2025,8/1/2025,Grand Jury Music
The New Eves,The New Eve Is Rising,658,,femcon,Experimental & unique post-punk from the UK – recommended! ,https://theneweves.bandcamp.com/album/the-new-eve-is-rising,9/3/2025,8/1/2025,Transgressive Records
Beau Wheeler,Trans,661,,"femcon,lgbtq,cancon",Vancouver synth pop ,https://beauwheeler.bandcamp.com/album/trans,9/3/2025,8/1/2025,Geffen Records
Twitch,dark music for a dark generation,659,,cancon,Industrial electronic/post-punk from Calgary – cool cyberpunk vibes. Note: Explicit Lyrics!,https://twitch-official.bandcamp.com/album/dark-music-for-a-dark-generation,9/3/2025,7/31/2025,
The Dirty Nil,The Lash,620,,cancon,Hamilton grunge/punk – highly recommended! ,https://thedirtynil.bandcamp.com/album/the-lash,9/3/2025,7/25/2025,Dine Alone Records
The Jack Moves,Love Machine,623,,,Retro & funky soul/disco – highly recommended! ,https://thejackmoves.bandcamp.com/album/love-machine,9/3/2025,7/25/2025,Wax Poetics Records
Kutiman,Dreams In Aspamia,627,,,"""a stunning new 6-track EP of dreamy, instrumental cinematic funk, rich with trip-hop, jazz, and global music textures""",https://kutiman.bandcamp.com/album/kutiman-dreams-in-aspamia,9/3/2025,7/25/2025,Siyal
Galore,Dirt,645,,femcon,Jangly indie rock/pop from San Francisco – highly recommended,https://galoresf.bandcamp.com/album/dirt,9/3/2025,7/25/2025,Speakeasy Studios SF
MINOR GOLD,Way to the Sun,665,,,Smooth Australian folk-rock – recommended! ,https://minorgold.bandcamp.com/album/way-to-the-sun,9/3/2025,7/25/2025,
KERUB,APHANTASIA,625,,,Unique leftfield/deconstructed electronica/ambient! ,https://kopirecs.bandcamp.com/album/aphantasia,9/3/2025,7/24/2025,Hunnia Records
Kailee Duggan,Train of Thought,617,,"cancon,femcon",Great jazzy folk-pop from BC!,https://kaileeduggan.bandcamp.com/album/train-of-thought,9/3/2025,7/22/2025,Hardcore Blasters
Walter Mitty and His Makeshift Orchestra,Yikes Almighty,633,,,Warm & charming folk-pop; laid back vibes! ,https://walteretc.bandcamp.com/album/yikes-almighty,9/3/2025,7/18/2025,Making New Enemies
Ryan Keberle's Collectiv do Brasil,Choro das Aguas,649,,,Fans of Brazilian jazz will love this one. Classic & modern! ,https://ryankeberle.bandcamp.com/album/choro-das-aguas,9/3/2025,7/18/2025,Alternate Side Records
Maddisun,The Pages (Chapter 1),653,,"cancon,femcon",Polished bluesy indie country from BC – recommended! ,https://maddisun.bandcamp.com/album/the-pages,9/3/2025,7/18/2025,
Eternal Drak,The Warrior Order,643,,cancon,Old school black/thrash metal vibes from Quebec City,https://eternaldrak.bandcamp.com/album/the-warrior-order,9/3/2025,7/17/2025,
Western Bloc,The Modern Age,614,,cancon,A mellower release from Western Bloc that blends post-punk vibes with pianos & strings,https://westernbloc.bandcamp.com/album/the-modern-age,8/28/2025,8/23/2025,XL Recordings
Wedding,7 songs for tree climbing,611,,cancon,Toronto-based bedroom synth/indie pop,https://songsbywedding.bandcamp.com/album/7-songs-for-tree-climbing-2,8/28/2025,8/8/2025,RCA
yeemz,Blame The Gods,612,,femcon,Indie pop/folk from LA,https://yeemzcello.bandcamp.com/album/blame-the-gods-3,8/28/2025,7/18/2025,Harbour Artists & Music
Hose,Split LP with A Recorded Dawn,579,,cancon,Noise-rock/post-hardcore from BC! Recommended. ,https://givemebackmyhose.bandcamp.com/album/split-lp-with-a-recorded-dawn,8/27/2025,7/26/2025,
Patty Griffin,Crown of Roses,556,,"femcon,jammer pick",Polished & timeless Americana – recommended! Suggested by Trevor from GSG,https://open.spotify.com/album/2BdNjrSKbVG87s2Rok0LRK?si=nN3d3bbPSVqxGLOZ8iY_KQ,8/27/2025,7/25/2025,PGM
Folk Bitch Trio,Now Would Be A Good Time,567,,femcon,Top notch folk from Australia – check this one out! ,https://folkbitchtrio.bandcamp.com/album/now-would-be-a-good-time,8/27/2025,7/25/2025,Jagjaguwar
Indigo De Souza,Precipice,568,,femcon,"Polished pop album spanning folk, electronic, and rock. Highly recommended! ",https://indigodesouza.bandcamp.com/album/precipice,8/27/2025,7/25/2025,Loma Vista Recordings
Onion Honey,Banjo Church,572,,"cancon,femcon","Americana/bluegrass drawing on gospel from Waterloo, ON!",https://onionhoney.bandcamp.com/album/banjo-church,8/27/2025,7/25/2025,Rounder
Bleary Eyed,Easy,581,,,Dream pop/shoegaze from Philadelphia – recommended! ,https://blearyeyed.bandcamp.com/album/easy,8/27/2025,7/25/2025,Born Losers Records
False Gods,Lost in Darkness and Distance,588,,,Doom/sludge metal from New York,https://falsegods1.bandcamp.com/album/lost-in-darkness-and-distance,8/27/2025,7/25/2025,
Far Caspian,Autofiction,589,,,Dream-pop from the UK,https://farcaspian.bandcamp.com/album/autofiction,8/27/2025,7/25/2025,Dance to the Radio
Kali Horse,2099,597,,"cancon,femcon",Dream/psych pop + shoegaze vibes from Toronto – recommended! ,https://kalihorse.bandcamp.com/album/2099,8/27/2025,7/25/2025,
Kurt Vile and Luke Roberts,Classic Love (ep),603,,jammer pick,"Smooth, laid-back jangly alt-folk from a prolific legend – cheers to Mr. T for suggesting this one! ",https://open.spotify.com/album/6AKsAJOKcpD8khaDacJv7j?si=4gKpWqKuQ3e2wM4_j2UzVQ,8/27/2025,7/25/2025,Verve
Quadeca,"Vanisher, Horizon Scraper",608,,,Ambient art pop from LA ,https://quadecax8.bandcamp.com/album/vanisher-horizon-scraper,8/27/2025,7/25/2025,X8 Music
Ryan Davis & the Roadhouse Band,New Threats from the Soul,609,,,Experimental indie folk from Indiana – recommended,https://sophomorelounge.bandcamp.com/album/ryan-davis-the-roadhouse-band-new-threats-from-the-soul,8/27/2025,7/25/2025,
Natalie Bergman,My Home Is Not In This World,558,,"femcon,jammer pick","Ethereal, breezy gospel-influenced indie pop from Chicago. Highly recommended! Thanks for the rec, Trevor!",https://nataliebergman.bandcamp.com/album/my-home-is-not-in-this-world,8/27/2025,7/18/2025,Third Man Records
Dominique Adams,To Keep,563,,"cancon,femcon",Gentle alt-folk from Edmonton – recommended! ,https://dominiqueadams.bandcamp.com/album/to-keep,8/27/2025,7/18/2025,Birthday Cake
William Carn,CHOICES - The Unburdening,565,,cancon,Toronto-based instrumental electronic-oriented jazz. Cool release! ,https://williamcarn.bandcamp.com/album/choices-the-unburdening?search_item_id%3D2004104910%26search_item_type%3Da%26search_match_part%3D%253F%26search_page_id%3D4603022574%26search_page_no%3D0%26search_rank%3D1=,8/27/2025,7/18/2025,
Sunforger,Auspices,578,,cancon,Shoegaze-y dreamy rock from Montreal – highly recommended! ,https://sunforger.bandcamp.com/album/auspices,8/27/2025,7/18/2025,Cooked Raw
Dear Evangeline,Other Side,586,,"cancon,femcon",Sludgy hardcore from Brampton!,https://dear-evangeline.bandcamp.com/album/other-side,8/27/2025,7/18/2025,Sequence Records
fionavair,Gauntlet,590,,"cancon,femcon",Dreamy jangle pop/shoegaze from Montreal – highly recommended!,https://fionavair.bandcamp.com/album/gauntlet,8/27/2025,7/18/2025,Editions Mego
Madeline Kenney,Kiss from the Balcony,598,,femcon,"Art rock/dream pop from Oakland, California. Recommended! ",https://madelinekenney.bandcamp.com/album/kiss-from-the-balcony,8/27/2025,7/18/2025,Carpark Records
Mary Ancheta,Rituals,604,,"femcon,cancon",Orchestral instrumentation meets soul-jazz & soundscape aesthetics,https://maryanchetamusic.bandcamp.com/album/rituals-2,8/27/2025,7/18/2025,2124808 MAQ
Natalie Inga,Know When to Leave,569,,"cancon,femcon",Jazzy neo-soul from Alberta – recommended,https://natalieinga.bandcamp.com/album/know-when-to-leave,8/27/2025,7/16/2025,Nonesuch
Constellation Myths,The Cost of Living,584,,femcon,Experimental folk/post-rock vibes from Boston,https://constellationmyths.bandcamp.com/album/the-cost-of-living,8/27/2025,7/16/2025,
Wombo,Danger in Fives,540,,"femcon,jammer pick","Dreamy, psychdelic post-punk from Kentucky. Recommended. Cheers to Murad for this unique pick! ",https://womborocks.bandcamp.com/album/danger-in-fives,8/20/2025,8/8/2025,Fire Talk
Osees,ABOMINATION REVEALED AT LAST,542,,jammer pick,Yet another stellar release from one of the prolific legends of shredding psych rock – highly recommended! Suggested by Murad,https://ohsees.bandcamp.com/album/abomination-revealed-at-last,8/20/2025,8/8/2025,DEATHGOD CORP
Fabia Mantwill Orchestra,IN.SIGHT,530,,femcon,Contemporary neo-classical spanning (mostly) jazz with some folk & orchestral. A great record!,https://fabiamantwill.bandcamp.com/album/in-sight?search_item_id%3D2179139871%26search_item_type%3Da%26search_match_part%3D%253F%26search_page_id%3D4578392004%26search_page_no%3D0%26search_rank%3D1=,8/20/2025,7/25/2025,
Morgan-Paige,Resurrectio: Act III,541,,"cancon,femcon,indigenous,jammer pick","A unique mix of goth aesthetics spanning alt-pop, rock, & electronic. Shout out to Murad for suggesting this one! ",https://morgan-paige.bandcamp.com/album/resurrectio-act-iii,8/20/2025,7/25/2025,
Freddie Gibbs & The Alchemist,Alfredo 2,543,,jammer pick,"Brilliant & unique smooth underground vibes from one of my favourite collaborations in hip-hop today. If you haven't heard this one, definitely check it out if you're a hip-hop head, but be warned – explicit lyrics! ",https://www.youtube.com/watch?v=6ylAvz0eaZ0,8/20/2025,7/25/2025,ALC Records
Fortunato Durutti Marinetti,"Bitter Sweet, Sweet Bitter",550,,"cancon,femcon",Jazzy art rock from Toronto – highly recommended! ,https://fortunatoduruttimarinetti.bandcamp.com/album/bitter-sweet-sweet-bitter,8/20/2025,7/25/2025,We Are Time
Still Depths,Like Hell!,515,,cancon,Unique experimental/noise rock from Vancouver. Recommended! ,https://stilldepths.bandcamp.com/album/like-hell,8/20/2025,7/18/2025,
Forth Wanderers,The Longer This Goes On,525,,,"Jangly, dreamy vibes from New Jersey – highly recommended",https://forthwanderers.bandcamp.com/album/the-longer-this-goes-on,8/20/2025,7/18/2025,Sub Pop Records
salute,"TRUE MAGIC, DELUXE",529,,,"A cool & futuristic collection of french house, garage, & techno vibes from Manchester. Highly recommended! ",https://saluteaut.bandcamp.com/album/true-magic-deluxe,8/20/2025,7/18/2025,Ninja Tune
Laura Jane Grace,Adventure Club,548,,femcon,High-energy Chicago punk,https://laurajanegrace.bandcamp.com/album/adventure-club,8/20/2025,7/18/2025,Polyvinyl Record Co.
DROUGHT,Souvenir,549,,,Post-Hardcore from the Bay Area,https://droughtsounds.bandcamp.com/album/souvenir,8/20/2025,7/18/2025,Iodine Recordings
Georgia Harmer,Eye of the Storm,505,,"cancon,femcon",Folk singer-songwriter from Toronto – recommended release ,https://georgiaharmer.bandcamp.com/album/eye-of-the-storm,8/18/2025,8/15/2025,Arts & Crafts
MASSIRRAYTORR,LUNAR DAWN,503,,cancon,"Heavy riff/stoner rock from Nanaimo, BC",https://massirraytorr.bandcamp.com/album/lunar-dawn,8/18/2025,8/8/2025,Fuzzed Up & Astromoon Records
Piero Baiani,Scallywag,504,,cancon,"Alt rock from Moncton, NB",https://pierobaiani.bandcamp.com/album/scallywag,8/18/2025,8/1/2025,"Deep, Dark & Dangerous"
Doll,"Better Days, Different Times",491,,"cancon,femcon",Hard rock from Ottawa,https://doll.bandcamp.com/album/better-days-different-times,8/13/2025,7/18/2025,
My Son The Hurricane,"Yesterday, Today, and Tomorrow",134,,"cancon,femcon","Blends New Orleans style grooves with funk, jazz, and hiphop",https://mysonthehurricane.bandcamp.com/album/yesterday-today-and-tomorrow,6/27/2025,11/20/2025,
Mark Pritchard & Thom Yorke,Tall Tales,3259,,,A very interesting collaboration! A unique blend of hypnagogic pop vibes & intricate but loose IDM-adjacent instrumentals. ,https://markpritchard.bandcamp.com/album/tall-tales,6/5/2025,9/20/2025,2112 Records
