ARTIST,ALBUM,CURRENT,GENRE,CONTENT TAGS,NOTES,LINK,ADDED,RELEASE DATE,LABEL
Geese,Getting Killed,1031,,,Art/post-punk from Brooklyn – recommended! ,https://geesebandnyc.bandcamp.com/album/getting-killed,10/24/2025,9/26/2025,Play It Again Sam
The Pack a.d.,Shiny New Old Songs,1042,,,Legendary Vancouver group returns with 8 tracks of catchy psych/garage rock recorded straight to tape ,https://thepackad.bandcamp.com/album/shiny-new-old-songs,10/24/2025,9/26/2025,
UNIVERSITY,YES,1054,,,"Noisy, experimental rock grooves from the UK – highly recommended EP ",https://abandcalleduniversity.bandcamp.com/album/yes?search_item_id%3D2305175771%26search_item_type%3Da%26search_match_part%3D%253F%26search_page_id%3D4765136453%26search_page_no%3D0%26search_rank%3D1=,10/24/2025,9/26/2025,
Patrick Watson,Uh Oh,1056,,cancon,Gentle folk pop from Montreal ,https://patrickwatson.bandcamp.com/album/uh-oh,10/24/2025,9/26/2025,Secret City Records
The Sour Patch Men,The Second Best Band In Bowness,1050,,cancon,Catchy bluegrass/country from Calgary – recommended! ,https://sourpatchmen.bandcamp.com/album/the-second-best-band-in-bowness,10/24/2025,9/24/2025,Wave Racers Collective
Ev. G,And Then I Go Up,1029,,cancon,Experimental hip-hop & bedroom pop vibes from Calgary,https://evgevg.bandcamp.com/album/and-then-i-go-up,10/24/2025,9/23/2025,Soulspazm
haloplus+,Musicality,1032,,femcon,"Dreamy, y2k-leaning bedroom pop from Copenhagen, Denmark – highly recommended",https://haloplus.bandcamp.com/album/musicality,10/24/2025,9/19/2025,Escho
Asta Hiroki,Continuation,1034,,,Chilled-out & cinematic instrumental jazztronica/downtempo/hip-hop from Paris – enjoying this one ,https://astahiroki.bandcamp.com/album/continuation,10/24/2025,9/19/2025,Folded Music
Kieran Hebden + William Tyler,41 Longfield Street Late ‘80s,1035,,,A collaboration between two iconic artists – this one fuses Kieran (Four Tet)'s hypnagogic approach to dance music with William's cosmic folk sound,https://fourtet.bandcamp.com/album/41-longfield-street-late-80s?search_item_id%3D4139075821%26search_item_type%3Da%26search_match_part%3D%253F%26search_page_id%3D4765071852%26search_page_no%3D0%26search_rank%3D1=,10/24/2025,9/19/2025,Temporary Residence Limited
Microcorps,CLEAR VORTEX CHAMBER,1039,,,This one's a treat for fans of darkwave & industrial music on the experimental side,https://microcorps.bandcamp.com/album/clear-vortex-chamber-2?search_item_id%3D1779421557%26search_item_type%3Da%26search_match_part%3D%253F%26search_page_id%3D4765082289%26search_page_no%3D0%26search_rank%3D1=,10/24/2025,9/19/2025,
Nation of Language,Dance Called Memory,1041,,,"""Synthpop, minimal wave, post-punk, goth, new romantic "". Love this one! ",https://nationoflanguage.bandcamp.com/album/dance-called-memory,10/24/2025,9/19/2025,Sub Pop Records
SANAM,Sametou Sawtan,1047,,,Experimental rock from Beirut – highly recommended! ,https://sanambeirut.bandcamp.com/album/sametou-sawtan,10/24/2025,9/19/2025,Constellation
Len Bowen,"If You Don't See Me, You Saw Me",1020,,cancon,Underground hip-hop from Winnipeg – recommended,https://lenbowen.bandcamp.com/album/if-you-dont-see-me-you-saw-me,10/24/2025,9/12/2025,Slime Recordings
Handsome Tiger,DIASPORA II,1033,,cancon,"""The record deepens his signature decolonial bass aesthetic as it bridges Indigenous, Pan-African, Latin, and global rhythms through the atomic energy of the sound system culture.""",https://handsometiger.bandcamp.com/album/diaspora-ii,10/24/2025,9/12/2025,
King Princess,Girl Violence,1036,,femcon,"Fuzzy, dreamy pop from Brooklyn",https://kingprincess.bandcamp.com/album/girl-violence,10/24/2025,9/12/2025,section1
Revelator,Light the Devil's Fire,1045,,cancon,Death metal from Edmonton – excellent riffs & production,https://revelator2.bandcamp.com/album/light-the-devils-fire,10/24/2025,9/12/2025,Nameless Grave Records
Gruff Rhys,Dim Probs,1046,,,"Jangly, warm folk-pop in Welsh! Recommended. ",https://gruffrhys.bandcamp.com/album/dim-probs,10/24/2025,9/12/2025,Rock Action Records
Peter Gagliardi,Pandora Unlocked: Chrysanthemum Yellow,1030,,cancon,Psychill sci-fi vibes from Calgary – space vibes ,https://petergagliardi.bandcamp.com/album/pandora-unlocked-chrysanthemum-yellow?search_item_id%3D1817124027%26search_item_type%3Da%26search_match_part%3D%253F%26search_page_id%3D4765061083%26search_page_no%3D0%26search_rank%3D1=,10/24/2025,9/10/2025,
Socool,To the Nines,1048,,cancon,"Excellent downtempo/electronica from Vancouver to get focused – drifrs between ambient, breakbeat, & IDM sounds ",https://socool.bandcamp.com/album/to-the-nines,10/24/2025,9/9/2025,
Maita Waters,Ruthless and Tender,1055,,cancon,3 excellent live recordings from a Victoria-based singer-songwriter,https://maitawaters.bandcamp.com/album/ruthless-and-tender,10/24/2025,9/7/2025,
Primp,Primp,1044,,"cancon,femcon",Jangly power pop from Vancouver – recommended! ,https://primp.bandcamp.com/album/primp,10/24/2025,9/6/2025,Lantis
Chore,Oswego Park,1023,,cancon,Grunge/post-hardcore from Ontario! ,https://choreband.bandcamp.com/album/oswego-park?search_item_id%3D4138316177%26search_item_type%3Da%26search_match_part%3D%253F%26search_page_id%3D4765037333%26search_page_no%3D0%26search_rank%3D1=,10/24/2025,9/5/2025,
Erosion,Invasive Species,1025,,cancon,"Vancouver grindcore
",https://mechanizedapparatusrevolt.bandcamp.com/album/invasive-species?search_item_id%3D2591330828%26search_item_type%3Da%26search_match_part%3D%253F%26search_page_id%3D4765052270%26search_page_no%3D0%26search_rank%3D1=,10/24/2025,9/5/2025,Mechanized Apparatus Revolt
Faetooth,Labyrinthine,1026,,femcon,"Sludgy ""fairy doom"" metal from LA – recommended",https://faetooth.bandcamp.com/album/labyrinthine?search_item_id%3D2239340294%26search_item_type%3Da%26search_match_part%3D%253F%26search_page_id%3D4765053677%26search_page_no%3D0%26search_rank%3D1=,10/24/2025,9/5/2025,The Flenser
La Dispute,No One Was Driving The Car,1037,,,Emo/post-hardcore/spoken word from Grand Rapids – recommended,https://ladispute.bandcamp.com/album/no-one-was-driving-the-car?search_item_id%3D1209968033%26search_item_type%3Da%26search_match_part%3D%253F%26search_page_id%3D4765078992%26search_page_no%3D0%26search_rank%3D1=,10/24/2025,9/5/2025,Epitaph
Sophia Stel,How to Win At Solitaire,1049,,"cancon,femcon",Dreamy indie sleaze from Vancouver ,https://sophiastel.bandcamp.com/album/how-to-win-at-solitaire,10/24/2025,9/5/2025,Pack Records
Super Pyramid,Comment if This Is Paradise!,1051,,cancon,Psych folk-pop from Montreal – recommended! ,https://superpyramid.bandcamp.com/album/comment-if-this-is-paradise,10/24/2025,9/3/2025,
The Casket Lottery,Feel The Teeth,1022,,,Post-hardcore from Kansas City ,https://thecasketlottery.bandcamp.com/album/feel-the-teeth,10/24/2025,8/29/2025,
Understanding,the joy of living,1053,,cancon,Jazzy lo-fi indie pop/rock from Toronto ,https://understanding123.bandcamp.com/album/the-joy-of-living,10/24/2025,8/29/2025,Sony Records
Broken Yolks,The View of the Bystander,1021,,cancon,"Alberta skate punk – fans of Strike Anywhere, Rise Against, & similar will enjoy",https://highenddenimrecords.bandcamp.com/album/the-view-of-the-bystander,10/24/2025,8/8/2025,Bachelor Records
xNULLIFYx,xNULLIFYx,1057,,,Chicago hardcore punk,https://newmoralityzine.bandcamp.com/album/xnullifyx?search_item_id%3D4071497164%26search_item_type%3Da%26search_match_part%3D%253F%26search_page_id%3D4765140278%26search_page_no%3D0%26search_rank%3D1=,10/24/2025,8/6/2025,
The Mighty Rootsmen,The Mighty Rootsmen,1040,,,Reggae supergroup covers 10 hits – good vibes only! ,https://themightyrootsmen.bandcamp.com/album/the-mighty-rootsmen,10/24/2025,7/25/2025,Songintheair
Josh Cole,quartet +strings,1024,,cancon,Free jazz/musique concrete from Toronto ,https://cassiarrecords.bandcamp.com/album/quartet-strings?search_item_id%3D73611143%26search_item_type%3Da%26search_match_part%3D%253F%26search_page_id%3D4765038363%26search_page_no%3D0%26search_rank%3D1=,10/24/2025,7/18/2025,
BirdBelly,The Wind The Wood,1017,,"cancon,femcon",Americana/folk from Edmonton,https://birdbelly.bandcamp.com/album/the-wind-the-wood,10/22/2025,10/17/2025,GoodLife
Superkaleidogram 800,Popsicleland,1015,,cancon,Bedroom psych pop vibes from Montreal – recommended,https://superkaleidogram800.bandcamp.com/album/popsicleland,10/22/2025,9/26/2025,Laurentia Records
Red Ram,Those Days Those Dreams,1013,,"cancon,femcon",Alt rock/dream pop from Edmonton,https://redram1.bandcamp.com/album/those-days-those-dreams,10/22/2025,9/16/2025,
Orions Belte,Pur Jus,996,,,"Alt pop with a jazzy, ""world music"" groove from Oslo, Norway",https://orionsbelte.bandcamp.com/album/pur-jus,10/22/2025,9/12/2025,Jansen Records
Will Paquin,Hahaha,997,,,Alt/pop/garage rock from Boston,https://willpaquin.bandcamp.com/album/hahaha,10/22/2025,9/12/2025,
Rian Treanor & Cara Tolmie,Body Lapse,999,,,Fans of IDM & glitchy electronica will love this one ,https://riantreanor.bandcamp.com/album/body-lapse,10/22/2025,9/12/2025,Planet Mu
Sydney Minsky Sargeant,Lunga,1001,,,Hazy alt folk from the UK with ambient & shoegaze influences – recommended,https://sydneyminskysargeant.bandcamp.com/album/lunga,10/22/2025,9/12/2025,Domino
Verses GT,Verses GT,1003,,cancon,A great collaboration between Jacques Greene & Nosaj Thing – fans of either producer's output should check this one out ,https://versesgt.bandcamp.com/album/verses-gt,10/22/2025,9/12/2025,LuckyMe
Margaret Glaspy,The Golden Heart Protector,1007,,femcon,Soulful Brooklyn folk,https://margaretglaspy.bandcamp.com/album/the-golden-heart-protector,10/22/2025,9/12/2025,ATO Records
Umläb,Silence radio,1002,,"cancon,francophone","Jazz fusion from Moncton, NB. Recommended! ",https://umlab.bandcamp.com/album/silence-radio,10/22/2025,9/11/2025,Javotti Media
Roselle,Regardez-moi,1014,,"cancon,femcon,francophone",Great pop from Montreal – recommended! ,https://roselle.bandcamp.com/album/regardez-moi,10/22/2025,9/9/2025,Oceanic Music Recordings
Jamie Penner,Modern Retroism,998,,cancon,"Instrumental electronic from BC drawing on influences from krautrock, synthwave, and Berlin school – retro vibes. ",https://jamiepenner.bandcamp.com/album/modern-retroism,10/22/2025,9/6/2025,
Sons of Sevilla,Street Light Moon,1000,,,Cosmic 70s-soaked psych folk/pop from a Spanish duo – recommended! ,https://sonsofsevilla.bandcamp.com/album/street-light-moon,10/22/2025,9/5/2025,Ubiquity
Doug Paisley,Streets of Heaven,1009,,cancon,Introspective lo-fi folk from Toronto,https://dougpaisley.bandcamp.com/album/streets-of-heaven,10/22/2025,9/5/2025,No Quarter Records
Christian McBride,"Without Further Ado, Vol 1",1008,,,Fans of vocal jazz will enjoy this one ,https://christianmcbride.bandcamp.com/album/without-further-ado-vol-1,10/22/2025,8/29/2025,Mack Avenue Records
Asymmetric Universe,A Memory And What Came After,1016,,,Italian prog/djent – recommended!,https://asymmetricuniverse.bandcamp.com/album/a-memory-and-what-came-after-24-bit-hd-audio,10/22/2025,8/29/2025,Inside Out Music
Woody,TOPAZE,1006,,"cancon,francophone",Quebecois rap/trap – recommended! Some tracks are explicit,https://woody514.bandcamp.com/album/topaze,10/22/2025,8/8/2025,
Agropelter,The Book Of Hours,1010,,,"Fans of prog groups like Camel, King Crimson, and Vangelis will love this one!",https://lasersedge.bandcamp.com/album/the-book-of-hours,10/22/2025,7/25/2025,The Laser‚Äôs Edge
Automatic,Is It Now?,970,,femcon,Post-punk meets synth pop. Excellent sound! Cheers to Trevor for suggesting this one,https://automatic-band.bandcamp.com/album/is-it-now,10/17/2025,9/26/2025,
Rochelle Jordan,Through The Wall,971,,"femcon,cancon,jammer pick",R&b/pop vocals over club sounds spanning footwork & house. Highly recommended! Shout out to Girlie so Groovie ,https://rochellejordan.bandcamp.com/album/through-the-wall,10/17/2025,9/26/2025,EMPIRE
Purity Ring,Purity Ring,972,,"femcon,cancon,jammer pick","Lots of cool influences on this one; video game soundtracks, futurism, hyperpop, drum & bass. Excellent production. Great find by Trevor K.",https://purityring.bandcamp.com/album/purity-ring,10/17/2025,9/26/2025,Def Soul
Lady Wray,Cover Girl,973,,"femcon,jammer pick",Retro-meets-new-school jazzy funk & soul vibes on this one. Highly recommended! Suggested by Trevor K. ,https://ladywray.bandcamp.com/album/cover-girl,10/17/2025,9/26/2025,Big Crown Records
Neko Case,Neon Grey Midnight Green,974,,"femcon,jammer pick,cancon",Highly polished & ambitious release from a Canadian legend. Ethereal vocals over chamber pop/americana/folk aesthetics. Recommendation by Trevor from GSG! ,https://nekocaseofficial.bandcamp.com/album/neon-grey-midnight-green,10/17/2025,9/26/2025,Anti‚Äê
Absolute Losers,In The Crowd,986,,cancon,Rock/power pop from Charlottetown,https://absolutelosers.bandcamp.com/album/in-the-crowd,10/17/2025,9/26/2025,We Are Busy Bodies
Kitba,Hold the Edges,965,,"femcon,jammer pick",Chamber/synth pop from Brooklyn – recommended by Trevor from GSG! ,https://kitba.bandcamp.com/album/hold-the-edges,10/17/2025,9/19/2025,Ruination Record Co.
Halima,Sweet Tooth,966,,"femcon,jammer pick",Soulful pop/r&b with afro-pop influences – great production! Suggested by Trevor,https://halima.bandcamp.com/album/sweet-tooth,10/17/2025,9/19/2025,drink sum wtr
Ripe,Play The Game,984,,,Rock with funk & pop elements from Boston,https://ripemusic.bandcamp.com/album/play-the-game,10/17/2025,9/19/2025,Glassnote
bloom effect,oscilón,989,,"cancon,femcon","""Soaring shoegaze and swirling dream-pop with touches of post-punk and new wave.""",https://bloomeffect.bandcamp.com/album/oscil-n,10/17/2025,9/19/2025,Kingfisher Bluez
Ebi Soda,frank dean and andrew,992,,,"Unique, loose UK jazz molding together elements of dub & hip-hop. Recommended! ",https://ebi-soda.bandcamp.com/album/frank-dean-and-andrew,10/17/2025,9/19/2025,Tru Thoughts
Mappe Of,Afterglades,995,,cancon,Ambient folk from Toronto ,https://mappeof.bandcamp.com/album/afterglades,10/17/2025,9/19/2025,Paper Bag Records
Guerilla Toss,You're Weird Now,964,,"femcon,jammer pick","Excellent art/math rock from New York drawing on krautrock, synthpop, & post-punk. Recommended! Thanks to Trevor from GSG for the rec. ",https://guerillatoss.bandcamp.com/album/youre-weird-now,10/17/2025,9/12/2025,Sub Pop Records
Joviale,Mount Crystal,967,,"femcon,jammer pick","Lush, polished pop album from London, UK. Highly recommended. Thanks Trevor for putting me onto this one!",https://joviale.bandcamp.com/album/mount-crystal,10/17/2025,9/12/2025,Ghostly International
Robin Kester,Dark Sky Reserve,968,,"femcon,jammer pick","folktronica/folk pop from the Netherlands – highly recommended. Thanks for this one, Trevor! ",https://robinkester.bandcamp.com/album/dark-sky-reserve,10/17/2025,9/12/2025,Memphis Industries
Frost Children,SISTER,976,,femcon,Rave pop/EDM from New York ,https://frostchildren.bandcamp.com/album/sister,10/17/2025,9/12/2025,True Panther Records
Grant Lyle,And Now,981,,cancon,Bluesy rock from Toronto ,https://grantlyle.bandcamp.com/album/and-now,10/17/2025,9/12/2025,
Holly Palmer,Metamorphosis,982,,femcon,Art pop/jazz fusion from LA ,https://hollypalmer.bandcamp.com/album/metamorphosis,10/17/2025,9/12/2025,Reprise Records
Anysia Kym & Tony Seltzer,Purity,987,,femcon,"Futuristic pop/electronica fused with elements of breakbeat, hip hop, and deconstructed club. Recommended! ",https://anysiakym.bandcamp.com/album/purity,10/17/2025,9/12/2025,10k
By A Thread,Mirrored Life,990,,cancon,Post-hardcore from Vancouver,https://byathread.bandcamp.com/album/mirrored-life,10/17/2025,9/12/2025,Revelation Records
Embo/phlébite,J'écoute avec mes yeux,993,,"cancon,francophone",Jangly art pop from Montreal – recommended! ,https://embophlebite.bandcamp.com/album/j-coute-avec-mes-yeux,10/17/2025,9/12/2025,
Tchotchke,Playin' Dumb,963,,"femcon,jammer pick",A unique fusion of baroque/bubblegum pop & rock 'n' roll aesthetics from New York. Recommended! Suggested by Trevor ,https://tchotchke.bandcamp.com/album/playin-dumb,10/17/2025,9/5/2025,
Saint Etienne,International,969,,"femcon,jammer pick","Sweet, lush electronica/pop with italo disco influences – highly recommended. Suggestion by Trevor from Girlie So Groovie ",https://heavenlyrecordings.bandcamp.com/album/saint-etienne-international,10/17/2025,9/5/2025,Heavenly Recordings
james K,Friend,994,,femcon,"Ethereal, dreamy, & unique bedroom pop. One of my favourite releases of the year. Lots of CANCON credits on some tracks, if you're interested",https://jameskmusic.bandcamp.com/album/friend,10/17/2025,9/5/2025,AD 93
King of Foxes,Hall of Shame,979,,"cancon,femcon",Grunge/alt rock from Edmonton ,https://kingoffoxes.bandcamp.com/album/hall-of-shame,10/17/2025,9/4/2025,
Lathe of Heaven,Aurora,980,,,Goth/new wave/post-punk vibes from Brooklyhn – highly recommended,https://latheofheaven.bandcamp.com/album/aurora,10/17/2025,8/29/2025,Sacred Bones Records
Godfall,Parade of Rot,978,,cancon,Calgary metalcore,https://godfall1.bandcamp.com/album/parade-of-rot,10/17/2025,8/27/2025,Blood Harvest
Alison Goldfrapp,Flux,975,,"femcon,jammer pick","Timeless, lush synth-pop from the UK. Highly recommended! Nice find by Trevor ",https://open.spotify.com/album/4pN57ynmI7e8JPA6egj1t8?si=Zbf_ST7nSzWBbArKaMJT3w,10/17/2025,8/15/2025,
Blackbraid,Blackbraid III,988,,indigenous,Atmospheric black metal – epic! ,https://blackbraid.bandcamp.com/album/blackbraid-iii,10/17/2025,8/8/2025,
deadmau5,Error5 EP,991,,cancon,The Canadian legend of progressive house puts out his second EP of the year ,https://deadmau5.bandcamp.com/album/error5-ep,10/17/2025,8/8/2025,mau5trap
Johnny Posh,Life Subconscious,983,,cancon,"Exotic, droning experimental downtempo/electronica ",https://randomcollective.bandcamp.com/album/life-subconscious-2,10/17/2025,7/31/2025,
space.tracer,It Is What It Is,962,,"singles club,cancon,local",Garage/alt rock from Windsor!,https://www.youtube.com/watch?v=4-qjXznXlIM,10/16/2025,9/6/2025,
Gnome Chimpsky,Okie Dokie,961,,"singles club,local,cancon","Dreamy, jangly alt/psych rock from Windsor – recommended! ",https://gnomechimpsky.bandcamp.com/album/okie-dokie,10/16/2025,8/30/2025,
Kizwana,featherz,957,,"singles club,local,cancon,femcon","Emotional, well-produced fusion of pop/r&b! ",https://open.spotify.com/track/40CYTrCCfTt5wjcmda7mvO?si=f48cabe5b8b84c85,10/16/2025,8/1/2025,
Rachel Ritchie,Something more,958,,"singles club,local,cancon,femcon",Folk pop from a local singer-songwriter! ,https://open.spotify.com/track/0C10irqeWWvkVQUBSj4HWB?si=6fb63794acf24e17,10/16/2025,7/25/2025,
Abaddon,Greed (Radio Edit),956,,"singles club,local,cancon","Old school, gritty hard rock/thrash from Windsor! ",https://open.spotify.com/track/007AQAgoSO7Tklqp10UwWk?si=9ae6ae468a2d4bda,10/14/2025,7/29/2025,
SCALER,Endlessly,929,,femcon,"A unique, dreamy, & super-polished blend of trip-hop, drum 'n' bass, and pop from Bristol, UK. Highly recommended! ",https://scalerband.bandcamp.com/album/endlessly,10/9/2025,9/26/2025,Black Acre
The Dirty Beat,Birthrite: Lancing the Boil,942,,cancon,Winnipeg folk rock ,https://thedirtybeat.bandcamp.com/album/birthrite-lancing-the-boil-2,10/9/2025,9/26/2025,Partica Artist Group
Frog,THE COUNT,944,,,"Lo-fi, charming indie folk pop with some americana influences – recommended",https://heyitsfrog.bandcamp.com/album/the-count,10/9/2025,9/19/2025,Audio Antihero
The Blue,So Look At The Bright Side,935,,cancon,"Easy, smooth, & soulful hip hop from Calgary. Highly recommended! ",https://thebluexo.bandcamp.com/album/so-look-at-the-bright-side,10/9/2025,9/16/2025,
Elexa Dawson,Stay Put,941,,"femcon,indigenous",Folk/roots/americana from Kansas,https://elexa.bandcamp.com/album/stay-put-2,10/9/2025,9/15/2025,White Russian Records
Midnight Channel,Alien Love Songs,951,,cancon,Experimental jazz fusion from Alberta – impressive technical instrumentation on this one!,https://midnightchannel.bandcamp.com/album/alien-love-songs,10/9/2025,9/12/2025,
Fan Club,Stimulation,903,,,Garage punk from Seattle – recommended! ,https://officialfanclubfanclub.bandcamp.com/album/stimulation,10/9/2025,9/5/2025,
Funk Assault,Soft Power,905,,,"Rhythmic, booming minimal techno from Berlin. Excellent music for locking in or the dancefloor ",https://primalinstinctrec.bandcamp.com/album/soft-power,10/9/2025,9/5/2025,Primal Instinct
Iglooghost,Bronze Claw Iso,912,,,Cloud rap over futuristic/hyerpop beats. Highly recommended for those into leftfield/glitchy electronica ,https://iglooghost.bandcamp.com/album/bronze-claw-iso-1,10/9/2025,9/5/2025,LuckyMe
Simon Lachance,Cycle délicat,916,,"cancon,francophone","Smooth, jangly folk pop from Quebec City. Highly recommended! ",https://simonlachance.bandcamp.com/album/cycle-d-licat,10/9/2025,9/5/2025,Rosemarie Records
Marina Mello,deságua,918,,femcon,"Meditative improvised harp playing, tastefully processed. Super atmospheric but emotional. I dig it! ",https://marinamello.bandcamp.com/album/des-gua-3,10/9/2025,9/5/2025,CROWN STONES
MICK HARRIS,CULVERT DUB SESSIONS FOUR,920,,,This one is an absolute gem for fans of atmospheric dub techno. Awesome textures!,https://liesrecords.bandcamp.com/album/culvert-dub-sessions-four,10/9/2025,9/5/2025,L.I.E.S.
El Michels Affair,24 Hr Sports,943,,,Silky smooth r&b/soul/funk – I love this one ,https://elmichelsaffair.bandcamp.com/album/24-hr-sports,10/9/2025,9/5/2025,Big Crown Records
Gwenifer Raymond,Last Night I Heard The Dog Star Bark,946,,femcon,"Rich, guitar-driven gothic americana instrumental storytelling from Brighton, UK. A lovely record. ",https://gweniferraymond.bandcamp.com/album/last-night-i-heard-the-dog-star-bark,10/9/2025,9/5/2025,We Are Busy Bodies
DON MACDONALD,Short Stories,950,,cancon,Smooth & soft vocal jazz – recommended,https://donmacdonald.bandcamp.com/album/short-stories,10/9/2025,9/5/2025,
Steven Bamidele,THE CRASH!,955,,,"Cosmic soul/jazztronica/r&b from London, UK. This one is buttery smooth & expertly produced. Highly recommended! ",https://stevenbamidele.bandcamp.com/album/the-crash,10/9/2025,9/5/2025,Tru Thoughts
Steph Clifford,Cocoon,939,,"cancon,femcon",Emotional folk from British Columbia! ,https://stephclifford.bandcamp.com/album/cocoon,10/9/2025,9/1/2025,null records
C.R. Gillespie,Island of Women,908,,cancon,"Excellent new age/ambient from Nanaimo, BC. Highly recommended if you're into this kind of vibe! ",https://crgillespie.bandcamp.com/album/island-of-women,10/9/2025,8/29/2025,S√©ance Centre
Sarah Houston,Mementos,911,,"cancon,femcon","Gentle, soothing solo piano from Calgary",https://sarahhouston.bandcamp.com/album/mementos,10/9/2025,8/29/2025,
Jacob Garchik,Ye Olde 2: At the End of Time,913,,,Free-flowing but tight jazz fusion from New York,https://jacobgarchik.bandcamp.com/album/ye-olde-2-at-the-end-of-time,10/9/2025,8/29/2025,Yestereve Records
Eliot Krimsky,I Made My House,915,,,Gorgeous ambient jazz from New York. Highly recommended! ,https://eliotkrimsky.bandcamp.com/album/i-made-my-house,10/9/2025,8/29/2025,Moon Glyph
Brad Mehldau,Ride into the Sun,919,,,Jazz/neo-classical featuring music by the legendary Elliott Smith from one of the greats of jazz piano! ,https://bradmehldau.bandcamp.com/album/ride-into-the-sun,10/9/2025,8/29/2025,Nonesuch Records Inc.
Pearly Drops,The Voices Are Coming Back,924,,femcon,"Bedroom/dream/synth pop from Helsinki, Finland – highly recommended!",https://pearlydrops.bandcamp.com/album/the-voices-are-coming-back,10/9/2025,8/29/2025,music website ‚ò∫Ô∏é
"Shabason, Krgovich, Tenniscoats",Wao,930,,cancon,"Fans of Joseph Shabason and his many projects will love this one, featuring his signature fusion of ambient jazz & pop. Essential CANCON :-)",https://josephshabason.bandcamp.com/album/wao,10/9/2025,8/29/2025,Western Vinyl
SLOW CRUSH,Thirst,932,,"cancon,femcon",Dream pop/shoegaze from Belgium – recommended! ,https://slowcrush.bandcamp.com/album/thirst,10/9/2025,8/29/2025,Pure Noise Records
Rodney Crowell,Airline Highway,940,,,Soft americana/country from Texas ,https://rodneycrowell.bandcamp.com/album/airline-highway,10/9/2025,8/29/2025,New West Records
Ganser,Animal Hospital,945,,femcon,Art rock/post-punk from Chicago. Highly recommended! ,https://ganser.bandcamp.com/album/animal-hospital,10/9/2025,8/29/2025,Felte
Kazi,King,948,,,Fans of jazzy instrumental hip hop will love this one! Recommended.,https://kazi-urbnet.bandcamp.com/album/king,10/9/2025,8/29/2025,Brick9000 Records
Lhasa Petik,THYMIA,953,,"cancon,femcon",Winnipeg indie pop/edm,https://lhasapetik.bandcamp.com/album/thymia,10/9/2025,8/29/2025,Transistor Sounds
MK mono,Take Whats Given,921,,cancon,Groovy retro soul/funky disco from Victoria – highly recommended! ,https://mkmono.bandcamp.com/album/take-whats-given,10/9/2025,8/25/2025,Ultra Records
The Problem With Kids Today,Take It!,925,,femcon,Catchy garage/punk rock from Connecticut. I love this one,https://theproblemwithkidstoday.bandcamp.com/album/take-it,10/9/2025,8/22/2025,
Kaycie Satterfield,444 Angels,928,,femcon,Indie/folk pop from LA. Highly recommended! ,https://kayciesatterfield.bandcamp.com/album/444-angels,10/9/2025,8/22/2025,
Adrian Sherwood,The Collapse Of Everything,931,,,"""dub infused in jazz & psyched rock"" from the UK – recommended! ",https://adriansherwood.bandcamp.com/album/the-collapse-of-everything,10/9/2025,8/22/2025,On-U Sound
heddlu,tramor,910,,,"Alt rock/dream pop vibes from Wales, UK. Good release ",https://heddlu.bandcamp.com/album/tramor,10/9/2025,8/21/2025,
Sound Effects,No Songs Yet,934,,cancon,Synth-heavy noise rock/punk from Vancouver. Excellent release. ,https://trashtronix.bandcamp.com/album/no-songs-yet,10/9/2025,8/19/2025,
Dragnet,Dragnet Reigns!,902,,,Garage/post punk from Melbourne – highly recommended,https://dragnetband.bandcamp.com/album/dragnet-reigns,10/9/2025,8/15/2025,Spoilsport Records
Friendly Rich,The Birds of Marsville,904,,cancon,"Avant garde concept album from Brampton, ON exploring the more experimental side of orchestral music. Draws on folk, free jazz, and field recordings. Very unique",https://friendlyrich.bandcamp.com/album/the-birds-of-marsville,10/9/2025,8/15/2025,We Are Busy Bodies
JER,Death of the Heart,914,,,"A unique blend of punk/emo, ska, & rapping from Florida. A very fun release! ",https://jerska.bandcamp.com/album/death-of-the-heart,10/9/2025,8/15/2025,Bad Time Records
Anthrodynia,Unspeakable Horrors Emanating from Within,938,,cancon,Doom/black metal from Edmonton ,https://anthrodynia.bandcamp.com/album/unspeakable-horrors-emanating-from-within,10/9/2025,8/15/2025,Nameless Grave Records
Heartrunner,Just a Phase,909,,"cancon,femcon",Indie/alt rock from Toronto ,https://heartrunner.bandcamp.com/album/just-a-phase,10/9/2025,8/12/2025,Wonder Ego Records
Robert Pastrick,After The Rain,923,,cancon,Easy listening soft rock/smooth jazz from Winnipeg!,https://robertpastrick.bandcamp.com/album/after-the-rain-2,10/9/2025,8/12/2025,Get On Down
The Riverview Band,Finger Prints,926,,cancon,"Soulful, rocking blues from Madoc, ON. Recommended! ",https://theriverviewband.bandcamp.com/album/finger-prints,10/9/2025,8/8/2025,
Andy Haas & Brian g Skol,The Honeybee Twist,947,,cancon,"This one is a treat for fans of instrumental experimental rock with a loose, jazzy feel. The saxophone on this is killer – check out the textures! ",https://andyhaas.bandcamp.com/album/the-honeybee-twist,10/9/2025,8/1/2025,
MANSLAUGHTER 777,God's World,917,,,"Great album from a duo whose members have been in bands like The Body & Nothing. Energetic & gritty electronic drawing on punk, breakbeat, r&b, and punk. Unique sound & fantastic production",https://manslaughter777.bandcamp.com/album/gods-world,10/9/2025,7/25/2025,Thrill Jockey
Van Lupo,Devices for Profit or Escape,936,,,"""11 tracks of haunting folk and slow-swirling indie rock"" from Tel Aviv",https://vanlupo.bandcamp.com/album/devices-for-profit-or-escape,10/9/2025,7/23/2025,Low Spirit Recordings
